-----------------------------------
Unigrams and their probabilities:
string has probability 5.8991829631596025e-06
jong-un? has probability 5.8991829631596025e-06
koreans has probability 5.8991829631596025e-06
confict has probability 5.8991829631596025e-06
frogs has probability 5.8991829631596025e-06
toads? has probability 5.8991829631596025e-06
restricted? has probability 5.8991829631596025e-06
(from has probability 5.8991829631596025e-06
areas)? has probability 5.8991829631596025e-06
forests has probability 5.8991829631596025e-06
referring? has probability 5.8991829631596025e-06
remarkable? has probability 5.8991829631596025e-06
hesitate has probability 5.8991829631596025e-06
pausing has probability 5.8991829631596025e-06
email? has probability 5.8991829631596025e-06
pause? has probability 5.8991829631596025e-06
unorthodox? has probability 5.8991829631596025e-06
unorthodox has probability 5.8991829631596025e-06
outlined has probability 5.8991829631596025e-06
bracing has probability 5.8991829631596025e-06
probably has probability 5.8991829631596025e-06
erin has probability 5.8991829631596025e-06
argylian has probability 5.8991829631596025e-06
sediment? has probability 5.8991829631596025e-06
distinquishes has probability 5.8991829631596025e-06
holes? has probability 5.8991829631596025e-06
appearing? has probability 5.8991829631596025e-06
gps has probability 5.8991829631596025e-06
anomalies has probability 5.8991829631596025e-06
indefinitely? has probability 5.8991829631596025e-06
crowd? has probability 5.8991829631596025e-06
provocation? has probability 5.8991829631596025e-06
ambiguous? has probability 5.8991829631596025e-06
man’s has probability 5.8991829631596025e-06
relevance? has probability 5.8991829631596025e-06
onlin? has probability 5.8991829631596025e-06
certified has probability 5.8991829631596025e-06
coverage. has probability 5.8991829631596025e-06
detail, has probability 5.8991829631596025e-06
connecticut’s has probability 5.8991829631596025e-06
magnetic? has probability 5.8991829631596025e-06
appealing has probability 5.8991829631596025e-06
americans? has probability 5.8991829631596025e-06
article, has probability 5.8991829631596025e-06
estimates? has probability 5.8991829631596025e-06
feeble has probability 5.8991829631596025e-06
sleep? has probability 5.8991829631596025e-06
geneticist has probability 5.8991829631596025e-06
fulfill? has probability 5.8991829631596025e-06
measuring? has probability 5.8991829631596025e-06
mortality has probability 5.8991829631596025e-06
curves? has probability 5.8991829631596025e-06
eboloa has probability 5.8991829631596025e-06
sierra has probability 5.8991829631596025e-06
leone has probability 5.8991829631596025e-06
grass has probability 5.8991829631596025e-06
inspiring has probability 5.8991829631596025e-06
grass-roots has probability 5.8991829631596025e-06
'nonsense'? has probability 5.8991829631596025e-06
nonsense? has probability 5.8991829631596025e-06
collectively has probability 5.8991829631596025e-06
schmitt has probability 5.8991829631596025e-06
janelle has probability 5.8991829631596025e-06
insight? has probability 5.8991829631596025e-06
disorders has probability 5.8991829631596025e-06
brown? has probability 5.8991829631596025e-06
exhibit has probability 5.8991829631596025e-06
adults has probability 5.8991829631596025e-06
disorders? has probability 5.8991829631596025e-06
santos has probability 5.8991829631596025e-06
lion? has probability 5.8991829631596025e-06
strandings? has probability 5.8991829631596025e-06
alarming? has probability 5.8991829631596025e-06
shawn has probability 5.8991829631596025e-06
starved has probability 5.8991829631596025e-06
lions has probability 5.8991829631596025e-06
rovers? has probability 5.8991829631596025e-06
colonies? has probability 5.8991829631596025e-06
sneak has probability 5.8991829631596025e-06
penguin? has probability 5.8991829631596025e-06
birds? has probability 5.8991829631596025e-06
empirical has probability 5.8991829631596025e-06
stressed has probability 5.8991829631596025e-06
duration has probability 5.8991829631596025e-06
fascination has probability 5.8991829631596025e-06
tendency has probability 5.8991829631596025e-06
subdivision has probability 5.8991829631596025e-06
galleries has probability 5.8991829631596025e-06
hang? has probability 5.8991829631596025e-06
carve has probability 5.8991829631596025e-06
collects has probability 5.8991829631596025e-06
living, has probability 5.8991829631596025e-06
intrigued has probability 5.8991829631596025e-06
morgan's has probability 5.8991829631596025e-06
work. has probability 5.8991829631596025e-06
maura has probability 5.8991829631596025e-06
cunningham, has probability 5.8991829631596025e-06
taps? has probability 5.8991829631596025e-06
apparatus? has probability 5.8991829631596025e-06
censors? has probability 5.8991829631596025e-06
\""game\""? has probability 5.8991829631596025e-06
cat-and-mouse has probability 5.8991829631596025e-06
ghost, has probability 5.8991829631596025e-06
mummy, has probability 5.8991829631596025e-06
dressed has probability 5.8991829631596025e-06
mummy? has probability 5.8991829631596025e-06
skates, has probability 5.8991829631596025e-06
skateboard, has probability 5.8991829631596025e-06
wheelchair? has probability 5.8991829631596025e-06
imaging? has probability 5.8991829631596025e-06
amen-nestawy-nakht has probability 5.8991829631596025e-06
priest? has probability 5.8991829631596025e-06
couple has probability 5.8991829631596025e-06
reveal? has probability 5.8991829631596025e-06
specialties has probability 5.8991829631596025e-06
article. has probability 5.8991829631596025e-06
cabazon, has probability 5.8991829631596025e-06
clothing, has probability 5.8991829631596025e-06
shoes, has probability 5.8991829631596025e-06
clothing has probability 5.8991829631596025e-06
luggage? has probability 5.8991829631596025e-06
cabazon? has probability 5.8991829631596025e-06
guoshing has probability 5.8991829631596025e-06
cui has probability 5.8991829631596025e-06
rushing has probability 5.8991829631596025e-06
guangzhou? has probability 5.8991829631596025e-06
misinformation? has probability 5.8991829631596025e-06
incomplete has probability 5.8991829631596025e-06
shared? has probability 5.8991829631596025e-06
blaming has probability 5.8991829631596025e-06
unfolding has probability 5.8991829631596025e-06
blaming? has probability 5.8991829631596025e-06
appointee has probability 5.8991829631596025e-06
respones has probability 5.8991829631596025e-06
fix-it has probability 5.8991829631596025e-06
credentialsof has probability 5.8991829631596025e-06
administrators has probability 5.8991829631596025e-06
\""dropping has probability 5.8991829631596025e-06
ball\""? has probability 5.8991829631596025e-06
allocate has probability 5.8991829631596025e-06
ron has probability 5.8991829631596025e-06
vegetable has probability 5.8991829631596025e-06
seedlings? has probability 5.8991829631596025e-06
shelters? has probability 5.8991829631596025e-06
architect? has probability 5.8991829631596025e-06
convinced has probability 5.8991829631596025e-06
listen? has probability 5.8991829631596025e-06
simulate has probability 5.8991829631596025e-06
hits? has probability 5.8991829631596025e-06
la? has probability 5.8991829631596025e-06
single-a-1? has probability 5.8991829631596025e-06
single-a-1 has probability 5.8991829631596025e-06
produces has probability 5.8991829631596025e-06
fading has probability 5.8991829631596025e-06
boom? has probability 5.8991829631596025e-06
negatively? has probability 5.8991829631596025e-06
\""down has probability 5.8991829631596025e-06
quarters\"" has probability 5.8991829631596025e-06
tandem has probability 5.8991829631596025e-06
partner has probability 5.8991829631596025e-06
avis? has probability 5.8991829631596025e-06
broker/investor has probability 5.8991829631596025e-06
spiral has probability 5.8991829631596025e-06
call? has probability 5.8991829631596025e-06
practiced has probability 5.8991829631596025e-06
grounds has probability 5.8991829631596025e-06
ahold? has probability 5.8991829631596025e-06
copyrighted? has probability 5.8991829631596025e-06
substitute has probability 5.8991829631596025e-06
recalled? has probability 5.8991829631596025e-06
urinary has probability 5.8991829631596025e-06
tract has probability 5.8991829631596025e-06
behemoth? has probability 5.8991829631596025e-06
rout? has probability 5.8991829631596025e-06
opens has probability 5.8991829631596025e-06
\""they\""? has probability 5.8991829631596025e-06
panic has probability 5.8991829631596025e-06
13th? has probability 5.8991829631596025e-06
least has probability 5.8991829631596025e-06
suburb? has probability 5.8991829631596025e-06
pools? has probability 5.8991829631596025e-06
carpool? has probability 5.8991829631596025e-06
barring has probability 5.8991829631596025e-06
tables? has probability 5.8991829631596025e-06
kempinski? has probability 5.8991829631596025e-06
inland has probability 5.8991829631596025e-06
softness? has probability 5.8991829631596025e-06
ryerson has probability 5.8991829631596025e-06
affect? has probability 5.8991829631596025e-06
forecasts has probability 5.8991829631596025e-06
unnecessary? has probability 5.8991829631596025e-06
swing has probability 5.8991829631596025e-06
plc? has probability 5.8991829631596025e-06
thomson-csf has probability 5.8991829631596025e-06
joint has probability 5.8991829631596025e-06
merger? has probability 5.8991829631596025e-06
talkign has probability 5.8991829631596025e-06
centrust? has probability 5.8991829631596025e-06
centrust has probability 5.8991829631596025e-06
ordered has probability 5.8991829631596025e-06
directive has probability 5.8991829631596025e-06
insufficient? has probability 5.8991829631596025e-06
cityfed has probability 5.8991829631596025e-06
reflecting has probability 5.8991829631596025e-06
shareholders? has probability 5.8991829631596025e-06
assests? has probability 5.8991829631596025e-06
steeply? has probability 5.8991829631596025e-06
easing has probability 5.8991829631596025e-06
fed? has probability 5.8991829631596025e-06
victor has probability 5.8991829631596025e-06
posner? has probability 5.8991829631596025e-06
franchisees has probability 5.8991829631596025e-06
opposed? has probability 5.8991829631596025e-06
posner's has probability 5.8991829631596025e-06
arby's? has probability 5.8991829631596025e-06
posner has probability 5.8991829631596025e-06
irreparable has probability 5.8991829631596025e-06
acronym has probability 5.8991829631596025e-06
activists has probability 5.8991829631596025e-06
\""black\"" has probability 5.8991829631596025e-06
townships has probability 5.8991829631596025e-06
primarily has probability 5.8991829631596025e-06
overthrow has probability 5.8991829631596025e-06
pretoria? has probability 5.8991829631596025e-06
regulator? has probability 5.8991829631596025e-06
withdrawal? has probability 5.8991829631596025e-06
joaquin has probability 5.8991829631596025e-06
\""post\"" has probability 5.8991829631596025e-06
arcadian has probability 5.8991829631596025e-06
phosphate has probability 5.8991829631596025e-06
pennzoil/texaco has probability 5.8991829631596025e-06
understanding has probability 5.8991829631596025e-06
guarnteed has probability 5.8991829631596025e-06
clientele? has probability 5.8991829631596025e-06
mass-circulation has probability 5.8991829631596025e-06
magazines? has probability 5.8991829631596025e-06
offering has probability 5.8991829631596025e-06
warrants? has probability 5.8991829631596025e-06
sons? has probability 5.8991829631596025e-06
richards? has probability 5.8991829631596025e-06
fifth? has probability 5.8991829631596025e-06
's&l has probability 5.8991829631596025e-06
bailout has probability 5.8991829631596025e-06
too'? has probability 5.8991829631596025e-06
aggresivley has probability 5.8991829631596025e-06
onle has probability 5.8991829631596025e-06
tenures? has probability 5.8991829631596025e-06
dissent? has probability 5.8991829631596025e-06
frustrations has probability 5.8991829631596025e-06
constructed has probability 5.8991829631596025e-06
brokers? has probability 5.8991829631596025e-06
tenants? has probability 5.8991829631596025e-06
speculators has probability 5.8991829631596025e-06
valuations? has probability 5.8991829631596025e-06
hewlitt-packard has probability 5.8991829631596025e-06
perturbed? has probability 5.8991829631596025e-06
superfund? has probability 5.8991829631596025e-06
superfund has probability 5.8991829631596025e-06
cleanup has probability 5.8991829631596025e-06
lead, has probability 5.8991829631596025e-06
zinc has probability 5.8991829631596025e-06
21-square-mile has probability 5.8991829631596025e-06
exempt? has probability 5.8991829631596025e-06
liable? has probability 5.8991829631596025e-06
voluntary has probability 5.8991829631596025e-06
botanical has probability 5.8991829631596025e-06
garden has probability 5.8991829631596025e-06
wonderful? has probability 5.8991829631596025e-06
bronx has probability 5.8991829631596025e-06
remembers has probability 5.8991829631596025e-06
bronx? has probability 5.8991829631596025e-06
sexpot? has probability 5.8991829631596025e-06
eccentrics, has probability 5.8991829631596025e-06
relational has probability 5.8991829631596025e-06
\""was\"" has probability 5.8991829631596025e-06
\""is\"" has probability 5.8991829631596025e-06
$1.5 has probability 5.8991829631596025e-06
earnings, has probability 5.8991829631596025e-06
ahead has probability 5.8991829631596025e-06
briskly has probability 5.8991829631596025e-06
translations? has probability 5.8991829631596025e-06
\""adverse has probability 5.8991829631596025e-06
translations\"" has probability 5.8991829631596025e-06
adverse? has probability 5.8991829631596025e-06
medicines? has probability 5.8991829631596025e-06
medicines has probability 5.8991829631596025e-06
robust has probability 5.8991829631596025e-06
medications? has probability 5.8991829631596025e-06
consolidating has probability 5.8991829631596025e-06
stock-swap has probability 5.8991829631596025e-06
swapping has probability 5.8991829631596025e-06
dividends? has probability 5.8991829631596025e-06
unsure has probability 5.8991829631596025e-06
\""preferred has probability 5.8991829631596025e-06
outstanding?\ has probability 5.8991829631596025e-06
cancellation has probability 5.8991829631596025e-06
resume? has probability 5.8991829631596025e-06
resuming has probability 5.8991829631596025e-06
canadians? has probability 5.8991829631596025e-06
full-size has probability 5.8991829631596025e-06
immediately? has probability 5.8991829631596025e-06
gm's has probability 5.8991829631596025e-06
effectively has probability 5.8991829631596025e-06
shutter has probability 5.8991829631596025e-06
80 has probability 5.8991829631596025e-06
lakewood, has probability 5.8991829631596025e-06
ga. has probability 5.8991829631596025e-06
data-storage has probability 5.8991829631596025e-06
drives? has probability 5.8991829631596025e-06
discontinue? has probability 5.8991829631596025e-06
saatchi& has probability 5.8991829631596025e-06
sell-off? has probability 5.8991829631596025e-06
intense has probability 5.8991829631596025e-06
suggested? has probability 5.8991829631596025e-06
rebuff has probability 5.8991829631596025e-06
carl has probability 5.8991829631596025e-06
spielvogel? has probability 5.8991829631596025e-06
yelled has probability 5.8991829631596025e-06
hofi has probability 5.8991829631596025e-06
combination? has probability 5.8991829631596025e-06
combining has probability 5.8991829631596025e-06
stakes? has probability 5.8991829631596025e-06
director's has probability 5.8991829631596025e-06
vagabond? has probability 5.8991829631596025e-06
kong has probability 5.8991829631596025e-06
telecommunications has probability 5.8991829631596025e-06
owning has probability 5.8991829631596025e-06
questioning? has probability 5.8991829631596025e-06
align has probability 5.8991829631596025e-06
relax has probability 5.8991829631596025e-06
worries has probability 5.8991829631596025e-06
high-technology has probability 5.8991829631596025e-06
yeatr? has probability 5.8991829631596025e-06
middling? has probability 5.8991829631596025e-06
\""middling\""? has probability 5.8991829631596025e-06
\""less has probability 5.8991829631596025e-06
robust\""? has probability 5.8991829631596025e-06
carla has probability 5.8991829631596025e-06
hills' has probability 5.8991829631596025e-06
firstly, has probability 5.8991829631596025e-06
wondering has probability 5.8991829631596025e-06
japan. has probability 5.8991829631596025e-06
second, has probability 5.8991829631596025e-06
\""fearing\"" has probability 5.8991829631596025e-06
official. has probability 5.8991829631596025e-06
demanding has probability 5.8991829631596025e-06
escalating has probability 5.8991829631596025e-06
tensions. has probability 5.8991829631596025e-06
deescalate? has probability 5.8991829631596025e-06
concernes? has probability 5.8991829631596025e-06
rovery has probability 5.8991829631596025e-06
mosbacher has probability 5.8991829631596025e-06
negotiating has probability 5.8991829631596025e-06
month. has probability 5.8991829631596025e-06
inhibit has probability 5.8991829631596025e-06
practices. has probability 5.8991829631596025e-06
sustain has probability 5.8991829631596025e-06
inhibited has probability 5.8991829631596025e-06
trades. has probability 5.8991829631596025e-06
cups has probability 5.8991829631596025e-06
tablespoons. has probability 5.8991829631596025e-06
tablespoons has probability 5.8991829631596025e-06
cups? has probability 5.8991829631596025e-06
superconcentrated has probability 5.8991829631596025e-06
clothes? has probability 5.8991829631596025e-06
superconcentrated? has probability 5.8991829631596025e-06
way, has probability 5.8991829631596025e-06
soapsuds has probability 5.8991829631596025e-06
detergents has probability 5.8991829631596025e-06
superconcentrates? has probability 5.8991829631596025e-06
presence? has probability 5.8991829631596025e-06
p&g's has probability 5.8991829631596025e-06
p&g has probability 5.8991829631596025e-06
consumer-products has probability 5.8991829631596025e-06
elcotel has probability 5.8991829631596025e-06
telecommunications? has probability 5.8991829631596025e-06
privately has probability 5.8991829631596025e-06
telephones? has probability 5.8991829631596025e-06
industrialized has probability 5.8991829631596025e-06
steel? has probability 5.8991829631596025e-06
'steel has probability 5.8991829631596025e-06
talk'? has probability 5.8991829631596025e-06
recent? has probability 5.8991829631596025e-06
nabisco has probability 5.8991829631596025e-06
disbanding has probability 5.8991829631596025e-06
hire? has probability 5.8991829631596025e-06
kaufman has probability 5.8991829631596025e-06
insitutional has probability 5.8991829631596025e-06
investor has probability 5.8991829631596025e-06
zoning has probability 5.8991829631596025e-06
shy has probability 5.8991829631596025e-06
atco. has probability 5.8991829631596025e-06
atco has probability 5.8991829631596025e-06
suppliers? has probability 5.8991829631596025e-06
opportunity? has probability 5.8991829631596025e-06
canadian? has probability 5.8991829631596025e-06
powerplants? has probability 5.8991829631596025e-06
scheduling? has probability 5.8991829631596025e-06
of\""? has probability 5.8991829631596025e-06
assumption has probability 5.8991829631596025e-06
person. has probability 5.8991829631596025e-06
jay has probability 5.8991829631596025e-06
shidler has probability 5.8991829631596025e-06
boyd has probability 5.8991829631596025e-06
hooker's has probability 5.8991829631596025e-06
26%? has probability 5.8991829631596025e-06
26% has probability 5.8991829631596025e-06
7.4% has probability 5.8991829631596025e-06
$540 has probability 5.8991829631596025e-06
mil? has probability 5.8991829631596025e-06
caustic has probability 5.8991829631596025e-06
soda? has probability 5.8991829631596025e-06
electrochemicals? has probability 5.8991829631596025e-06
unemployment? has probability 5.8991829631596025e-06
narrowing has probability 5.8991829631596025e-06
pair? has probability 5.8991829631596025e-06
approaching has probability 5.8991829631596025e-06
comedy has probability 5.8991829631596025e-06
trepidation? has probability 5.8991829631596025e-06
gebart's has probability 5.8991829631596025e-06
gelbart's has probability 5.8991829631596025e-06
\""matergate\"" has probability 5.8991829631596025e-06
comedy? has probability 5.8991829631596025e-06
hopelessly has probability 5.8991829631596025e-06
affair has probability 5.8991829631596025e-06
gelbart? has probability 5.8991829631596025e-06
incorporate has probability 5.8991829631596025e-06
narrative? has probability 5.8991829631596025e-06
hud has probability 5.8991829631596025e-06
defunct has probability 5.8991829631596025e-06
arkansas has probability 5.8991829631596025e-06
crooked has probability 5.8991829631596025e-06
he'd has probability 5.8991829631596025e-06
conspiracy? has probability 5.8991829631596025e-06
word. has probability 5.8991829631596025e-06
control, has probability 5.8991829631596025e-06
spokeswoman? has probability 5.8991829631596025e-06
guys? has probability 5.8991829631596025e-06
mr, has probability 5.8991829631596025e-06
sheinberg has probability 5.8991829631596025e-06
tuesday, has probability 5.8991829631596025e-06
17,1989? has probability 5.8991829631596025e-06
representation has probability 5.8991829631596025e-06
severance? has probability 5.8991829631596025e-06
software has probability 5.8991829631596025e-06
inventories has probability 5.8991829631596025e-06
severance has probability 5.8991829631596025e-06
year-ago? has probability 5.8991829631596025e-06
ashton has probability 5.8991829631596025e-06
tate? has probability 5.8991829631596025e-06
stall? has probability 5.8991829631596025e-06
occur?\nwhy has probability 5.8991829631596025e-06
widen has probability 5.8991829631596025e-06
august? has probability 5.8991829631596025e-06
mend has probability 5.8991829631596025e-06
fell has probability 5.8991829631596025e-06
moths has probability 5.8991829631596025e-06
row? has probability 5.8991829631596025e-06
falling?\n has probability 5.8991829631596025e-06
balanced has probability 5.8991829631596025e-06
misled has probability 5.8991829631596025e-06
believing has probability 5.8991829631596025e-06
month's has probability 5.8991829631596025e-06
turnout has probability 5.8991829631596025e-06
market's has probability 5.8991829631596025e-06
friday's has probability 5.8991829631596025e-06
street? has probability 5.8991829631596025e-06
hoping? has probability 5.8991829631596025e-06
\""deficit-reduction has probability 5.8991829631596025e-06
legislation\"" has probability 5.8991829631596025e-06
\""house has probability 5.8991829631596025e-06
version\"" has probability 5.8991829631596025e-06
\""house-passed has probability 5.8991829631596025e-06
bill?\ has probability 5.8991829631596025e-06
m. has probability 5.8991829631596025e-06
templeton's has probability 5.8991829631596025e-06
roi? has probability 5.8991829631596025e-06
rejection? has probability 5.8991829631596025e-06
makeup has probability 5.8991829631596025e-06
transplanted has probability 5.8991829631596025e-06
experimented has probability 5.8991829631596025e-06
prevent? has probability 5.8991829631596025e-06
reduces has probability 5.8991829631596025e-06
transplants has probability 5.8991829631596025e-06
organs has probability 5.8991829631596025e-06
transplanted? has probability 5.8991829631596025e-06
patient has probability 5.8991829631596025e-06
softer has probability 5.8991829631596025e-06
ride has probability 5.8991829631596025e-06
lived? has probability 5.8991829631596025e-06
short-lived? has probability 5.8991829631596025e-06
traders' has probability 5.8991829631596025e-06
typed has probability 5.8991829631596025e-06
capitals? has probability 5.8991829631596025e-06
insurers? has probability 5.8991829631596025e-06
greatly has probability 5.8991829631596025e-06
affected; has probability 5.8991829631596025e-06
where's has probability 5.8991829631596025e-06
wide?what has probability 5.8991829631596025e-06
disruption? has probability 5.8991829631596025e-06
temblor? has probability 5.8991829631596025e-06
aftershocks has probability 5.8991829631596025e-06
tremor? has probability 5.8991829631596025e-06
looting? has probability 5.8991829631596025e-06
oil-producing has probability 5.8991829631596025e-06
texaco? has probability 5.8991829631596025e-06
recoverable has probability 5.8991829631596025e-06
indication? has probability 5.8991829631596025e-06
elaborate has probability 5.8991829631596025e-06
is. has probability 5.8991829631596025e-06
flick? has probability 5.8991829631596025e-06
tossed? has probability 5.8991829631596025e-06
tops? has probability 5.8991829631596025e-06
frisbee has probability 5.8991829631596025e-06
tosser? has probability 5.8991829631596025e-06
p.r. has probability 5.8991829631596025e-06
that's has probability 5.8991829631596025e-06
impeached? has probability 5.8991829631596025e-06
impeachment has probability 5.8991829631596025e-06
articles? has probability 5.8991829631596025e-06
bribe has probability 5.8991829631596025e-06
64 has probability 5.8991829631596025e-06
foreign-exchange has probability 5.8991829631596025e-06
goverment has probability 5.8991829631596025e-06
2020, has probability 5.8991829631596025e-06
healthy? has probability 5.8991829631596025e-06
hock? has probability 5.8991829631596025e-06
hurting? has probability 5.8991829631596025e-06
shaky? has probability 5.8991829631596025e-06
worriers has probability 5.8991829631596025e-06
eastman has probability 5.8991829631596025e-06
kodak's has probability 5.8991829631596025e-06
obsolete has probability 5.8991829631596025e-06
hdtv? has probability 5.8991829631596025e-06
converter? has probability 5.8991829631596025e-06
\""influential\""? has probability 5.8991829631596025e-06
waived? has probability 5.8991829631596025e-06
strained? has probability 5.8991829631596025e-06
jamie has probability 5.8991829631596025e-06
whitten has probability 5.8991829631596025e-06
delegation? has probability 5.8991829631596025e-06
jealous has probability 5.8991829631596025e-06
jealousy has probability 5.8991829631596025e-06
hundreds? has probability 5.8991829631596025e-06
alaska? has probability 5.8991829631596025e-06
complete? has probability 5.8991829631596025e-06
hurt, has probability 5.8991829631596025e-06
financially, has probability 5.8991829631596025e-06
coutries has probability 5.8991829631596025e-06
recieved has probability 5.8991829631596025e-06
drastically has probability 5.8991829631596025e-06
year-to-year? has probability 5.8991829631596025e-06
\""would has probability 5.8991829631596025e-06
have\"" has probability 5.8991829631596025e-06
loan-loss has probability 5.8991829631596025e-06
\""prime has probability 5.8991829631596025e-06
rate\"" has probability 5.8991829631596025e-06
percentages has probability 5.8991829631596025e-06
pump has probability 5.8991829631596025e-06
gsx has probability 5.8991829631596025e-06
$1.6 has probability 5.8991829631596025e-06
acqusition? has probability 5.8991829631596025e-06
enviropact's has probability 5.8991829631596025e-06
$8 has probability 5.8991829631596025e-06
marks? has probability 5.8991829631596025e-06
ownership has probability 5.8991829631596025e-06
last-ditch has probability 5.8991829631596025e-06
broker-dealer has probability 5.8991829631596025e-06
ditch has probability 5.8991829631596025e-06
exercised? has probability 5.8991829631596025e-06
subsidaiary? has probability 5.8991829631596025e-06
theyre has probability 5.8991829631596025e-06
renamed? has probability 5.8991829631596025e-06
rename has probability 5.8991829631596025e-06
subsidiary? has probability 5.8991829631596025e-06
fourth-quarter has probability 5.8991829631596025e-06
varian has probability 5.8991829631596025e-06
13%? has probability 5.8991829631596025e-06
15% has probability 5.8991829631596025e-06
15%? has probability 5.8991829631596025e-06
w. has probability 5.8991829631596025e-06
decker has probability 5.8991829631596025e-06
payne has probability 5.8991829631596025e-06
g.m.b? has probability 5.8991829631596025e-06
gmb? has probability 5.8991829631596025e-06
ftc has probability 5.8991829631596025e-06
$39.75, has probability 5.8991829631596025e-06
prompt has probability 5.8991829631596025e-06
furious? has probability 5.8991829631596025e-06
croaker? has probability 5.8991829631596025e-06
\""pot has probability 5.8991829631596025e-06
down\"" has probability 5.8991829631596025e-06
fishing has probability 5.8991829631596025e-06
seasonally? has probability 5.8991829631596025e-06
side-gig has probability 5.8991829631596025e-06
leisure? has probability 5.8991829631596025e-06
cie? has probability 5.8991829631596025e-06
paribas has probability 5.8991829631596025e-06
franc has probability 5.8991829631596025e-06
distributing has probability 5.8991829631596025e-06
overseas has probability 5.8991829631596025e-06
selected? has probability 5.8991829631596025e-06
missions? has probability 5.8991829631596025e-06
haven has probability 5.8991829631596025e-06
register? has probability 5.8991829631596025e-06
goodson has probability 5.8991829631596025e-06
superintendents has probability 5.8991829631596025e-06
reputations? has probability 5.8991829631596025e-06
hard-nosed? has probability 5.8991829631596025e-06
blows? has probability 5.8991829631596025e-06
\""took\""? has probability 5.8991829631596025e-06
1989, has probability 5.8991829631596025e-06
1989a has probability 5.8991829631596025e-06
1989b? has probability 5.8991829631596025e-06
appreciation has probability 5.8991829631596025e-06
hundred has probability 5.8991829631596025e-06
oklahoma? has probability 5.8991829631596025e-06
assessed/determined? has probability 5.8991829631596025e-06
analysts, has probability 5.8991829631596025e-06
divends? has probability 5.8991829631596025e-06
% has probability 5.8991829631596025e-06
daiwa has probability 5.8991829631596025e-06
co has probability 5.8991829631596025e-06
masahiro has probability 5.8991829631596025e-06
sadakane has probability 5.8991829631596025e-06
japans has probability 5.8991829631596025e-06
chairmans has probability 5.8991829631596025e-06
ceremonial? has probability 5.8991829631596025e-06
chairman's has probability 5.8991829631596025e-06
converted has probability 5.8991829631596025e-06
shares, has probability 5.8991829631596025e-06
prevalent? has probability 5.8991829631596025e-06
lessened has probability 5.8991829631596025e-06
charlie has probability 5.8991829631596025e-06
ads? has probability 5.8991829631596025e-06
\""cashing has probability 5.8991829631596025e-06
in?\ has probability 5.8991829631596025e-06
pre has probability 5.8991829631596025e-06
acquistion has probability 5.8991829631596025e-06
escrow? has probability 5.8991829631596025e-06
ge? has probability 5.8991829631596025e-06
overcharge? has probability 5.8991829631596025e-06
voluntary? has probability 5.8991829631596025e-06
knight-ridder has probability 5.8991829631596025e-06
sell, has probability 5.8991829631596025e-06
axa-midi has probability 5.8991829631596025e-06
assurances has probability 5.8991829631596025e-06
insure? has probability 5.8991829631596025e-06
horserace has probability 5.8991829631596025e-06
insulated? has probability 5.8991829631596025e-06
drop. has probability 5.8991829631596025e-06
interest-rate has probability 5.8991829631596025e-06
failling has probability 5.8991829631596025e-06
spending. has probability 5.8991829631596025e-06
deposit? has probability 5.8991829631596025e-06
banxquote has probability 5.8991829631596025e-06
shrinkage? has probability 5.8991829631596025e-06
suprprised has probability 5.8991829631596025e-06
homefed has probability 5.8991829631596025e-06
lid has probability 5.8991829631596025e-06
origination? has probability 5.8991829631596025e-06
stanley has probability 5.8991829631596025e-06
stodgy has probability 5.8991829631596025e-06
mergers has probability 5.8991829631596025e-06
unfriendly? has probability 5.8991829631596025e-06
gentlemanly? has probability 5.8991829631596025e-06
inco has probability 5.8991829631596025e-06
\""hostile has probability 5.8991829631596025e-06
offer?\ has probability 5.8991829631596025e-06
lexicon? has probability 5.8991829631596025e-06
exactl? has probability 5.8991829631596025e-06
texts has probability 5.8991829631596025e-06
whqt has probability 5.8991829631596025e-06
enviornment has probability 5.8991829631596025e-06
competative? has probability 5.8991829631596025e-06
negative? has probability 5.8991829631596025e-06
no-growth has probability 5.8991829631596025e-06
construct has probability 5.8991829631596025e-06
slowed? has probability 5.8991829631596025e-06
prediction? has probability 5.8991829631596025e-06
shaare has probability 5.8991829631596025e-06
earnings/share has probability 5.8991829631596025e-06
partying? has probability 5.8991829631596025e-06
weakening? has probability 5.8991829631596025e-06
shakey? has probability 5.8991829631596025e-06
\""prime-time has probability 5.8991829631596025e-06
schedule\"" has probability 5.8991829631596025e-06
door\"" has probability 5.8991829631596025e-06
candidate has probability 5.8991829631596025e-06
cancellation? has probability 5.8991829631596025e-06
\""favorable has probability 5.8991829631596025e-06
reviews\"" has probability 5.8991829631596025e-06
k has probability 5.8991829631596025e-06
mart has probability 5.8991829631596025e-06
policy\"" has probability 5.8991829631596025e-06
reprinted? has probability 5.8991829631596025e-06
prosecutions has probability 5.8991829631596025e-06
fairness? has probability 5.8991829631596025e-06
prosecutions? has probability 5.8991829631596025e-06
replay has probability 5.8991829631596025e-06
99 has probability 5.8991829631596025e-06
year, has probability 5.8991829631596025e-06
offsetting has probability 5.8991829631596025e-06
chamber has probability 5.8991829631596025e-06
gramm-rudman? has probability 5.8991829631596025e-06
panetta has probability 5.8991829631596025e-06
do- has probability 5.8991829631596025e-06
electric, has probability 5.8991829631596025e-06
gas, has probability 5.8991829631596025e-06
ps? has probability 5.8991829631596025e-06
hampshire? has probability 5.8991829631596025e-06
